# Species	Genes	Alg.-Conn.	Ht_new.faa	Pb_new.faa	Pc_new.faa	Pf_new.faa	Pk_rmScaff_new.faa	Pv_new.faa	Py_new.faa	Tg_new.faa
8	10	0.104	542_g	3272_g,4993_g	1705_g	1471_g	1760_g	1676_g	2574_g	10869_g,11666_g
5	5	0.0719	*	*	2916_g	5051_g	2995_g	2885_g	2731_g	*
5	5	0.0719	*	6402_g	2937_g	*	3014_g	2903_g	3384_g	*
5	5	0.0716	*	1148_g	*	3097_g	4233_g	4150_g	3593_g	*
5	5	0.0716	*	970_g	2393_g	2379_g	2467_g	*	1443_g	*
5	5	0.0715	1445_g	3400_g	2576_g	1060_g	*	2549_g	*	*
5	5	0.0714	21_g	*	2243_g	2228_g	2303_g	2200_g	*	*
5	5	0.071	*	3078_g	474_g	516_g	486_g	455_g	*	*
5	5	0.071	*	3079_g	*	517_g	485_g	454_g	1656_g	*
5	5	0.0709	*	496_g	633_g	3538_g	*	608_g	788_g	*
5	5	0.07	*	2489_g	3098_g	*	3164_g	3070_g	4225_g	*
5	5	0.0698	*	1471_g	4731_g	*	4843_g	4733_g	3746_g	*
5	5	0.0695	855_g	*	2337_g	2325_g	2406_g	*	1390_g	*
5	5	0.0694	*	1040_g	1561_g	1610_g	1614_g	1540_g	*	*
5	5	0.0693	*	*	2317_g	2304_g	2385_g	2276_g	1370_g	*
5	5	0.069	*	504_g	1513_g	2116_g	1560_g	1489_g	*	*
5	5	0.0689	*	668_g	1961_g	88_g	2000_g	*	1025_g	*
5	5	0.0685	*	820_g	212_g	4536_g	224_g	201_g	*	*
5	5	0.0681	*	314_g	798_g	*	835_g	784_g	189_g	*
5	5	0.0679	*	*	3182_g	4808_g	3255_g	3159_g	4152_g	*
5	5	0.0674	*	*	417_g	567_g	427_g	402_g	1705_g	*
5	5	0.0673	141_g	3099_g	*	*	4329_g	4235_g	660_g	*
5	5	0.0672	*	*	4496_g	2656_g	4610_g	4504_g	3967_g	*
5	5	0.0671	*	*	4300_g	3833_g	4402_g	4307_g	2919_g	*
5	5	0.067	*	3248_g	565_g	3607_g	580_g	542_g	*	*
5	5	0.0665	*	7153_g	*	4250_g	4108_g	4013_g	2058_g	*
5	5	0.0663	*	1971_g	4214_g	3915_g	4318_g	4225_g	*	*
5	5	0.0662	*	1878_g	3200_g	4790_g	3273_g	*	4136_g	*
5	5	0.0661	*	3932_g	173_g	4572_g	2699_g	168_g	*	*
5	5	0.0657	1478_g	1493_g	2355_g	*	*	2312_g	1406_g	*
5	5	0.0656	*	706_g	2436_g	2429_g	2505_g	*	1483_g	*
5	5	0.0653	*	*	369_g	613_g	376_g	358_g	1747_g	*
5	5	0.0646	*	*	689_g	3482_g	715_g	667_g	108_g	*
5	5	0.0644	*	1827_g	1159_g	*	1202_g	1142_g	529_g	*
5	5	0.0639	*	*	2257_g	2242_g	2318_g	2215_g	1309_g	*
5	5	0.0639	*	2758_g	*	96_g	2008_g	1930_g	1032_g	*
5	5	0.0639	*	3085_g	2210_g	2192_g	2270_g	2166_g	*	*
5	5	0.0637	*	3028_g	2899_g	5033_g	2976_g	*	2749_g	*
5	5	0.0631	*	*	1995_g	120_g	2035_g	1954_g	1055_g	*
5	5	0.0627	*	457_g	2088_g	*	2132_g	2044_g	1139_g	*
5	5	0.0626	*	5461_g	53_g	*	60_g	49_g	886_g	*
5	5	0.0622	*	*	3409_g	5108_g	3490_g	3392_g	4579_g	*
5	5	0.0619	*	*	989_g	285_g	1020_g	973_g	362_g	*
5	5	0.0618	*	251_g	4312_g	3821_g	4416_g	*	2907_g	*
5	5	0.0614	*	*	2980_g	1161_g	3050_g	2934_g	3417_g	*
5	5	0.0612	1655_g	*	3259_g	940_g	3325_g	*	3211_g	*
5	5	0.061	*	*	3081_g	4899_g	3150_g	3055_g	4239_g	*
5	5	0.0608	1183_g	*	2250_g	2235_g	2311_g	*	1301_g	*
5	5	0.0605	*	*	1088_g	1945_g	1121_g	1068_g	456_g	*
5	5	0.0599	934_g	*	4792_g	2936_g	4898_g	*	3693_g	*
5	5	0.0597	*	*	1586_g	1588_g	1638_g	1562_g	2689_g	*
5	5	0.0597	*	527_g	3648_g	*	3731_g	3646_g	3096_g	*
5	5	0.0596	1540_g	*	1404_g	1639_g	1447_g	1380_g	*	*
5	5	0.0594	*	2004_g	4609_g	*	4720_g	4613_g	3867_g	*
5	5	0.0593	486_g	3161_g	582_g	3589_g	*	559_g	*	*
5	5	0.0572	*	2750_g	1671_g	1506_g	1728_g	1643_g	*	*
5	5	0.0569	*	2937_g	3867_g	*	3951_g	3860_g	2204_g	*
5	5	0.0569	540_g	*	4304_g	3829_g	4406_g	4311_g	*	*
5	5	0.056	*	2829_g	3126_g	4855_g	3201_g	*	4197_g	*
5	5	0.056	*	4398_g	2204_g	*	2263_g	2160_g	1256_g	*
5	5	0.0559	904_g	*	641_g	*	657_g	615_g	781_g	*
5	5	0.0557	*	*	1626_g	1548_g	1687_g	1601_g	2650_g	*
5	5	0.0556	*	83_g	1688_g	*	1745_g	1661_g	2591_g	*
5	5	0.0551	*	844_g	3558_g	*	3639_g	3566_g	3181_g	*
5	5	0.0548	*	1631_g	*	1054_g	2641_g	2545_g	2342_g	*
5	5	0.0547	128_g	2667_g	*	2441_g	2520_g	2406_g	*	*
5	5	0.0538	*	1920_g	4815_g	*	4920_g	4807_g	3672_g	*
5	5	0.0524	*	*	3835_g	4073_g	3915_g	3826_g	2240_g	*
5	5	0.0522	736_g	*	1049_g	228_g	1082_g	1029_g	*	*
5	5	0.0518	*	*	55_g	4686_g	62_g	51_g	884_g	*
5	5	0.051	*	*	3559_g	3212_g	3640_g	3567_g	3180_g	*
5	5	0.051	*	1869_g	1170_g	1862_g	*	1152_g	544_g	*
5	5	0.0505	*	1861_g	2345_g	3148_g	*	4203_g	628_g	*
5	5	0.0504	*	*	340_g	641_g	345_g	329_g	1776_g	*
5	5	0.0502	*	198_g	2604_g	1087_g	*	2580_g	695_g	*
5	5	0.0494	*	7040_g	3419_g	5110_g	3498_g	*	4582_g	*
5	5	0.0491	*	*	2152_g	766_g	2205_g	2109_g	1205_g	*
5	5	0.0488	*	157_g	1072_g	*	1105_g	1052_g	440_g	*
5	5	0.0484	879_g	*	2739_g	4385_g	*	2711_g	1970_g	*
5	5	0.0464	*	1358_g	*	2871_g	4831_g	4720_g	3758_g	*
5	5	0.0462	*	3315_g	408_g	*	418_g	395_g	1711_g	*
5	5	0.0461	*	2437_g	967_g	*	999_g	952_g	342_g	*
5	5	0.0459	*	*	3857_g	4096_g	3939_g	3848_g	2217_g	*
5	5	0.0438	*	521_g	1274_g	1769_g	*	1252_g	4710_g	*
5	5	0.0437	*	*	3469_g	5160_g	3547_g	3463_g	3023_g	*
5	5	0.0437	1782_g	2232_g	*	4655_g	97_g	3153_g	*	*
5	5	0.0435	*	*	4797_g	2941_g	4903_g	4793_g	3688_g	*
5	5	0.043	*	4075_g	*	2573_g	914_g	859_g	263_g	*
5	5	0.0394	*	*	657_g	3516_g	676_g	631_g	141_g	*
5	5	0.0341	*	*	2517_g	2511_g	2593_g	2478_g	1561_g	*
5	5	0.0324	*	4328_g	2392_g	*	2466_g	2349_g	1442_g	*
5	5	0.0206	*	1541_g	3090_g	*	3158_g	3063_g	4231_g	*
5	5	0.0141	*	7217_g	3954_g	4193_g	4041_g	*	2119_g	*
4	7	0.128	*	*	*	1734_g	1353_g	5491_g,5492_g,5666_g,1286_g	4744_g	*
4	6	0.198	*	5232_g,3765_g	1711_g	1465_g	*	1682_g,5507_g	*	*
4	6	0.136	*	*	2921_g	5056_g	3000_g	2890_g,5518_g,5505_g	*	*
4	6	0.111	*	*	2636_g	2993_g,739_g	2709_g	*	*	10140_g,12381_g
4	5	0.59	*	*	1604_g	*	*	1578_g	2672_g	12657_g,9866_g
4	5	0.476	*	*	848_g	*	883_g	830_g	*	10127_g,12394_g
4	5	0.42	*	973_g	*	2203_g	*	*	1273_g	2916_g,3597_g
4	5	0.396	*	*	432_g	*	*	417_g	1692_g	6981_g,7931_g
4	5	0.392	*	*	4359_g	3770_g	*	4370_g	*	6756_g,8155_g
4	5	0.39	*	1224_g	*	4914_g	*	3040_g	*	2497_g,3178_g
4	5	0.387	*	*	1815_g	*	1857_g	*	2474_g	10786_g,11583_g
4	5	0.386	*	*	1761_g	1414_g	*	1732_g	*	13468_g,9197_g
4	5	0.385	1650_g	3359_g	*	3085_g	*	*	*	13403_g,9265_g
4	5	0.376	*	*	2620_g	*	2693_g	2598_g	*	13332_g,9338_g
4	5	0.37	*	1328_g	*	638_g	*	*	1773_g	7316_g,7603_g
4	5	0.369	*	3907_g	1463_g	*	1508_g	*	*	11170_g,11967_g
4	5	0.366	*	*	1987_g	*	2023_g	*	1047_g	6877_g,8036_g
4	5	0.365	*	*	2485_g	2479_g	2558_g	*	*	12665_g,9859_g
4	5	0.363	*	4420_g	*	3981_g	3818_g	*	*	13519_g,9147_g
4	5	0.363	1244_g	*	*	*	*	4173_g	3615_g	7444_g,7475_g
4	5	0.353	*	3280_g	1855_g	1323_g	*	*	*	8632_g,3852_g
4	5	0.348	1017_g	*	1939_g	*	*	1901_g	*	13644_g,9019_g
4	5	0.34	*	4202_g	*	1793_g	1291_g	*	*	12632_g,9891_g
4	5	0.329	*	*	*	*	1446_g	1377_g	1234_g	10780_g,11577_g
4	5	0.32	*	*	*	*	1085_g	1032_g	422_g	6767_g,8145_g
4	5	0.32	*	*	*	2136_g	1582_g	1513_g	*	10598_g,11395_g
4	5	0.294	1645_g	2438_g	*	*	1000_g	*	*	13524_g,9142_g
4	5	0.287	*	3164_g	*	3425_g	*	*	54_g	2090_g,2171_g
4	5	0.272	*	*	*	534_g	463_g	*	1672_g	10713_g,11510_g
4	5	0.242	*	293_g	*	*	907_g	*	257_g	11249_g,12046_g
4	5	0.229	*	3114_g	*	3913_g	*	5549_g,5550_g	651_g	*
4	5	0.221	*	944_g	2979_g	*	*	*	3416_g	8596_g,4581_g
4	5	0.212	*	211_g	1719_g	1458_g	*	*	*	7268_g,7650_g
4	5	0.195	*	*	1637_g	1539_g	*	*	2642_g	2492_g,3173_g
4	5	0.195	*	1998_g	*	3645_g	*	*	1602_g	13460_g,9205_g
4	5	0.193	*	*	4754_g	2902_g	4864_g	5528_g,5568_g	*	*
4	5	0.187	*	363_g	*	*	3696_g	*	3130_g	13582_g,9082_g
4	5	0.177	*	*	*	363_g	949_g	892_g	*	10147_g,12374_g
4	5	0.177	*	2727_g	*	4701_g	*	*	898_g	6938_g,7973_g
4	5	0.167	*	3130_g	4025_g	*	4122_g	*	*	3044_g,3725_g
4	5	0.16	*	3053_g	*	2931_g	4891_g	*	*	11025_g,11822_g
4	5	0.159	9_g	6762_g	*	387_g	*	*	*	5684_g,6563_g
4	5	0.156	*	1891_g	206_g	*	219_g	*	*	11162_g,11959_g
4	5	0.155	*	*	*	3442_g	757_g	706_g	*	3683_g,3002_g
4	5	0.155	*	*	*	4194_g	4046_g	*	2117_g	10649_g,11446_g
4	5	0.152	*	2445_g	*	3454_g	*	694_g	*	2897_g,3578_g
4	5	0.152	*	3052_g	1767_g	*	1814_g	*	*	496_g,677_g
4	5	0.147	*	*	2519_g	339_g,340_g	2595_g	2480_g	*	*
4	5	0.145	*	6046_g	3395_g	*	3476_g	*	*	11092_g,11889_g
4	5	0.14	*	5507_g,1032_g	4386_g	*	4497_g	*	2835_g	*
4	5	0.136	*	2774_g	*	1147_g	*	*	3404_g	11163_g,11960_g
4	5	0.134	*	3140_g	*	*	4421_g	*	2902_g	7386_g,7532_g
4	5	0.134	*	6685_g	1380_g	*	*	1355_g	*	12940_g,9722_g
4	5	0.134	927_g	*	*	*	443_g	418_g	*	7275_g,7643_g
4	5	0.133	1216_g	3658_g	*	*	1630_g	*	*	11024_g,11821_g
4	5	0.131	*	*	4180_g	*	4278_g	4192_g	*	7280_g,7638_g
4	5	0.131	*	298_g	3115_g	*	3188_g	*	*	5014_g,5486_g
4	5	0.131	*	3277_g	1857_g	1320_g	*	*	*	10609_g,11406_g
4	5	0.13	*	*	486_g	*	*	466_g	1642_g	11298_g,12095_g
4	5	0.13	1083_g	757_g	*	*	*	5678_g,2070_g	1166_g	*
4	5	0.127	*	*	*	4630_g	124_g	*	827_g	10975_g,11772_g
4	5	0.126	*	1835_g	*	*	4654_g	4551_g	*	10966_g,11763_g
4	5	0.125	*	*	3602_g	*	3687_g	3687_g	*	3295_g,2614_g
4	5	0.122	*	3654_g	*	*	1940_g	1868_g	*	8355_g,4250_g
4	5	0.119	*	*	2909_g	5044_g	*	2879_g	*	8546_g,4531_g
4	5	0.118	*	*	*	*	2392_g	2283_g	1377_g	8774_g,3994_g
4	5	0.115	*	*	1409_g	*	1453_g	*	4842_g	340_g,52_g
4	5	0.109	*	3542_g	4525_g	2685_g	*	*	*	10778_g,11575_g
4	5	0.107	*	*	*	272_g	1032_g,4314_g	985_g	374_g	*
4	5	0.106	*	3648_g	*	*	4249_g	4166_g	*	190_g,199_g
4	5	0.106	*	4085_g	4266_g	*	*	5269_g	*	10472_g,12787_g
4	5	0.1	*	*	3843_g	*	*	3834_g	2231_g	2780_g,3461_g
4	5	0.1	*	*	4462_g	2619_g	*	4467_g	*	2890_g,3571_g
4	4	0.887	*	*	1698_g	1478_g	1754_g	1670_g	*	*
4	4	0.871	*	*	3306_g	893_g	3375_g	3285_g	*	*
4	4	0.869	*	*	389_g	594_g	397_g	*	1728_g	*
4	4	0.816	801_g	2138_g	*	*	1953_g	*	982_g	*
4	4	0.807	*	*	1647_g	1530_g	*	1619_g	2633_g	*
4	4	0.804	*	*	307_g	*	315_g	296_g	4485_g	*
4	4	0.735	*	*	1749_g	*	1792_g	1720_g	2532_g	*
4	4	0.697	*	*	640_g	*	656_g	614_g	782_g	*
4	4	0.694	*	1227_g	*	*	3412_g	3321_g	4518_g	*
4	4	0.681	*	*	1168_g	*	1210_g	1150_g	542_g	*
4	4	0.658	*	*	4177_g	3134_g	4274_g	4189_g	*	*
4	4	0.637	*	*	2747_g	*	2815_g	2719_g	1962_g	*
4	4	0.592	*	*	*	4546_g	215_g	192_g	4391_g	*
4	4	0.579	*	*	*	1244_g	2887_g	2786_g	1898_g	*
4	4	0.553	*	*	3591_g	3244_g	3676_g	3697_g	*	*
4	4	0.542	1170_g	*	3625_g	*	3709_g	3668_g	*	*
4	4	0.515	*	*	4131_g	*	4230_g	4147_g	3590_g	*
4	4	0.497	*	*	*	1857_g	1220_g	1158_g	548_g	*
4	4	0.486	1242_g	*	191_g	4553_g	2695_g	*	*	*
4	4	0.485	959_g	2966_g	*	*	2472_g	2354_g	*	*
4	4	0.484	*	*	964_g	309_g	996_g	949_g	*	*
4	4	0.484	*	2442_g	*	1725_g	1364_g	1297_g	*	*
4	4	0.476	*	*	4326_g	3804_g	4435_g	4335_g	*	*
4	4	0.468	*	*	732_g	3436_g	762_g	711_g	*	*
4	4	0.468	*	3510_g	*	2660_g	4614_g	4508_g	*	*
4	4	0.463	914_g	678_g	*	4647_g	105_g	*	*	*
4	4	0.456	*	*	4485_g	*	4598_g	4492_g	3979_g	*
4	4	0.453	*	*	*	2057_g	1500_g	1431_g	4101_g	*
4	4	0.453	*	606_g	4747_g	*	4857_g	4746_g	*	*
4	4	0.452	*	272_g	*	*	3999_g	3910_g	2157_g	*
4	4	0.451	*	*	294_g	4468_g	302_g	*	4471_g	*
4	4	0.444	*	*	2362_g	2351_g	2429_g	2322_g	*	*
4	4	0.433	*	*	2653_g	*	2729_g	2630_g	744_g	*
4	4	0.432	*	*	3759_g	4000_g	*	3755_g	2959_g	*
4	4	0.432	*	1584_g	4626_g	2781_g	*	*	3850_g	*
4	4	0.422	*	*	*	1872_g	1200_g	1140_g	527_g	*
4	4	0.422	*	6436_g	3389_g	5087_g	*	*	4559_g	*
4	4	0.42	*	4011_g	2479_g	2472_g	2552_g	*	*	*
4	4	0.419	452_g	*	4327_g	*	*	4336_g	2892_g	*
4	4	0.418	1900_g	4018_g	*	1941_g	*	1072_g	*	*
4	4	0.417	*	*	496_g	3675_g	*	476_g	1631_g	*
4	4	0.416	*	2091_g	2420_g	*	2487_g	2376_g	*	*
4	4	0.415	1297_g	*	3064_g	4917_g	*	3036_g	*	*
4	4	0.414	*	3990_g	4272_g	*	*	4282_g	2944_g	*
4	4	0.414	*	6392_g	*	2211_g	*	2181_g	1278_g	*
4	4	0.413	*	3456_g	*	1302_g	*	1842_g	2419_g	*
4	4	0.411	*	*	2151_g	767_g	2204_g	2108_g	*	*
4	4	0.411	*	2803_g	*	3765_g	4474_g	4375_g	*	*
4	4	0.411	322_g	*	3639_g	3289_g	*	*	3104_g	*
4	4	0.398	*	*	*	86_g	1998_g	1920_g	1023_g	*
4	4	0.397	*	*	3030_g	1211_g	3100_g	2983_g	*	*
4	4	0.397	*	4311_g	*	1596_g	1629_g	*	2700_g	*
4	4	0.396	*	5322_g	1775_g	*	*	1746_g	2506_g	*
4	4	0.394	1537_g	6860_g	*	428_g	*	*	234_g	*
4	4	0.389	*	*	688_g	3483_g	*	666_g	109_g	*
4	4	0.386	*	*	*	3081_g	4210_g	4131_g	3575_g	*
4	4	0.38	1892_g	*	3136_g	*	3211_g	*	4187_g	*
4	4	0.367	*	3120_g	*	*	1011_g	964_g	353_g	*
4	4	0.366	*	*	107_g	4637_g	115_g	100_g	*	*
4	4	0.365	*	*	*	2817_g	4773_g	4663_g	3808_g	*
4	4	0.363	*	*	3452_g	5139_g	3530_g	3446_g	*	*
4	4	0.363	*	6703_g	*	5050_g	*	2884_g	2732_g	*
4	4	0.362	*	*	128_g	4616_g	*	121_g	814_g	*
4	4	0.361	1084_g	*	1726_g	1451_g	*	1696_g	*	*
4	4	0.359	1711_g	6881_g	2380_g	*	*	*	1430_g	*
4	4	0.358	*	*	669_g	3505_g	689_g	643_g	*	*
4	4	0.35	*	*	1064_g	213_g	1097_g	1044_g	*	*
4	4	0.339	*	*	4066_g	*	4158_g	4084_g	3526_g	*
4	4	0.339	*	3107_g	753_g	*	789_g	*	46_g	*
4	4	0.334	820_g	*	745_g	*	781_g	721_g	*	*
4	4	0.332	*	2862_g	4727_g	*	4840_g	4729_g	*	*
4	4	0.328	*	*	3176_g	4813_g	3249_g	3154_g	*	*
4	4	0.327	*	6967_g	*	*	144_g	124_g	811_g	*
4	4	0.322	*	331_g	1754_g	*	1797_g	*	2527_g	*
4	4	0.305	*	*	3840_g	4079_g	*	*	2234_g	1919_g
4	4	0.305	*	1669_g	*	2293_g	2372_g	*	1359_g	*
4	4	0.297	*	*	4329_g	*	4437_g	4338_g	2890_g	*
4	4	0.296	*	2110_g	2325_g	*	2393_g	*	1378_g	*
4	4	0.293	*	*	3160_g	4823_g	3236_g	3135_g	*	*
4	4	0.271	*	*	4077_g	3047_g	4168_g	4094_g	*	*
4	4	0.268	*	*	634_g	*	650_g	609_g	787_g	*
4	4	0.248	*	*	1205_g	*	*	1188_g	575_g	789_g
4	4	0.248	*	*	1559_g	1612_g	1612_g	*	2715_g	*
4	4	0.248	*	*	1712_g	1464_g	1767_g	1683_g	*	*
4	4	0.248	*	1449_g	4663_g	2816_g	*	4662_g	*	*
4	4	0.248	*	3391_g	*	484_g	825_g	774_g	*	*
4	4	0.247	1085_g	2572_g	*	776_g	2195_g	*	*	*
4	4	0.246	*	*	385_g	598_g	393_g	375_g	*	*
4	4	0.246	*	5772_g	3975_g	*	4071_g	3978_g	*	*
4	4	0.246	*	6681_g	1376_g	*	*	1351_g	4810_g	*
4	4	0.245	*	*	*	2112_g	1557_g	1486_g	*	8809_g
4	4	0.245	*	*	2750_g	4373_g	2818_g	2723_g	*	*
4	4	0.245	*	*	3250_g	950_g	*	3230_g	3202_g	*
4	4	0.245	*	*	4661_g	2814_g	4769_g	4660_g	*	*
4	4	0.245	*	*	4699_g	*	4810_g	4699_g	3775_g	*
4	4	0.245	*	3530_g	3006_g	*	3076_g	2960_g	*	*
4	4	0.245	1669_g	*	*	2200_g	2278_g	2174_g	*	*
4	4	0.244	*	*	*	313_g	992_g	945_g	335_g	*
4	4	0.244	*	*	4987_g	858_g	*	3320_g	4517_g	*
4	4	0.244	*	6471_g	4126_g	*	4225_g	4142_g	*	*
4	4	0.243	*	5727_g	2396_g	2383_g	*	*	1446_g	*
4	4	0.243	1316_g	589_g	*	2744_g	*	*	3887_g	*
4	4	0.242	*	*	4432_g	2587_g	4537_g	4435_g	*	*
4	4	0.242	*	2790_g	*	2185_g	2261_g	*	1253_g	*
4	4	0.242	*	6233_g	*	2176_g	2250_g	*	1244_g	*
4	4	0.241	*	*	*	4108_g	3952_g	3861_g	2203_g	*
4	4	0.241	*	*	3587_g	3240_g	3671_g	3701_g	*	*
4	4	0.241	*	*	4193_g	3150_g	4290_g	*	630_g	*
4	4	0.241	*	*	79_g	4663_g	88_g	*	859_g	*
4	4	0.241	*	805_g	4655_g	*	4763_g	4655_g	*	*
4	4	0.24	*	3324_g	2725_g	4400_g	2789_g	*	*	*
4	4	0.24	1376_g	7179_g	4523_g	*	*	4531_g	*	*
4	4	0.24	374_g	*	*	*	3079_g	2963_g	3449_g	*
4	4	0.239	*	*	*	3204_g	3632_g	3559_g	3187_g	*
4	4	0.239	*	6643_g	*	2635_g	4591_g	4485_g	*	*
4	4	0.238	*	*	411_g	572_g	422_g	398_g	*	*
4	4	0.237	*	*	24_g	4717_g	*	21_g	912_g	*
4	4	0.237	*	*	591_g	3581_g	*	566_g	4309_g	*
4	4	0.237	*	2984_g	1131_g	1900_g	1171_g	*	*	*
4	4	0.237	*	5379_g	2003_g	*	*	1963_g	1063_g	*
4	4	0.236	*	*	3088_g	*	3156_g	3061_g	4233_g	*
4	4	0.236	*	*	3257_g	942_g	3323_g	*	*	5198_g
4	4	0.236	*	2257_g	*	1712_g	1375_g	*	4766_g	*
4	4	0.236	*	3177_g	*	4865_g	*	3087_g	4209_g	*
4	4	0.236	1306_g	*	3611_g	3262_g	*	3679_g	*	*
4	4	0.236	406_g	*	2797_g	*	2873_g	2773_g	*	*
4	4	0.235	*	*	1926_g	53_g	1962_g	1889_g	*	*
4	4	0.235	*	4336_g	*	*	918_g	863_g	267_g	*
4	4	0.234	*	3629_g	2557_g	1042_g	*	*	2354_g	*
4	4	0.234	*	6588_g	*	*	2256_g	2154_g	1249_g	*
4	4	0.234	615_g	3225_g	*	*	1540_g	1469_g	*	*
4	4	0.234	944_g	3468_g	3661_g	*	*	*	3084_g	*
4	4	0.233	*	*	4184_g	3141_g	*	4196_g	621_g	*
4	4	0.233	*	*	830_g	446_g	*	812_g	218_g	*
4	4	0.233	1598_g	3984_g	*	253_g	*	*	393_g	*
4	4	0.233	2069_g	*	668_g	3507_g	687_g	*	*	*
4	4	0.232	1059_g	*	*	*	4015_g	3925_g	2142_g	*
4	4	0.231	760_g	3936_g	*	4565_g	190_g	*	*	*
4	4	0.23	*	6878_g	*	1517_g	1717_g	*	2620_g	*
4	4	0.23	191_g	2424_g	*	3232_g	*	3709_g	*	*
4	4	0.229	*	*	467_g	522_g	476_g	449_g	*	*
4	4	0.229	*	135_g	335_g	*	340_g	*	1780_g	*
4	4	0.229	*	2922_g	*	*	1989_g	1913_g	1015_g	*
4	4	0.229	476_g	4389_g	*	2830_g	*	*	3796_g	*
4	4	0.228	*	1570_g	*	4563_g	*	175_g	4375_g	*
4	4	0.228	*	2546_g	1677_g	1499_g	1735_g	*	*	*
4	4	0.228	1788_g	3777_g	681_g	3492_g	*	*	*	*
4	4	0.227	*	*	4265_g	3866_g	4382_g	4274_g	*	*
4	4	0.226	*	1071_g	748_g	*	784_g	724_g	*	*
4	4	0.226	371_g	*	*	457_g	852_g	801_g	*	*
4	4	0.224	*	*	1742_g	1433_g	1785_g	*	2539_g	*
4	4	0.224	*	*	3763_g	4003_g	3841_g	3759_g	*	*
4	4	0.223	*	*	3286_g	*	3352_g	3264_g	3233_g	*
4	4	0.223	*	3013_g	*	5094_g	*	3378_g	4566_g	*
4	4	0.222	*	36_g	*	*	1052_g	1000_g	390_g	*
4	4	0.221	*	4090_g	433_g	553_g	*	*	1691_g	*
4	4	0.221	1319_g	*	963_g	310_g	*	*	338_g	*
4	4	0.22	*	*	1286_g	1755_g	*	1266_g	4723_g	*
4	4	0.22	*	*	1555_g	1616_g	1608_g	1534_g	*	*
4	4	0.219	*	*	268_g	4481_g	*	256_g	4459_g	*
4	4	0.219	573_g	2155_g	1397_g	*	*	*	*	2360_g
4	4	0.217	*	*	1203_g	1831_g	1249_g	1186_g	*	*
4	4	0.217	*	*	875_g	*	910_g	855_g	259_g	*
4	4	0.216	*	*	*	3306_g	3743_g	3636_g	3087_g	*
4	4	0.216	*	*	*	4580_g	175_g	158_g	4359_g	*
4	4	0.216	*	4186_g	2615_g	*	*	2593_g	707_g	*
4	4	0.216	*	6732_g	1192_g	*	1237_g	1174_g	*	*
4	4	0.216	*	849_g	*	4516_g	244_g	218_g	*	*
4	4	0.215	*	*	3204_g	4787_g	3278_g	*	4134_g	*
4	4	0.215	*	1005_g	3924_g	*	4009_g	*	2146_g	*
4	4	0.214	*	*	*	1382_g	1837_g	1763_g	2491_g	*
4	4	0.214	*	*	1580_g	*	1633_g	1558_g	2696_g	*
4	4	0.214	*	1253_g	4553_g	2714_g	*	4562_g	*	*
4	4	0.214	*	3698_g	1735_g	1441_g	*	1706_g	*	*
4	4	0.214	709_g	*	2135_g	*	2186_g	2092_g	*	*
4	4	0.213	*	*	2190_g	2173_g	2247_g	*	1241_g	*
4	4	0.213	1783_g	3699_g	*	806_g	*	*	1168_g	*
4	4	0.213	996_g	6866_g	*	3890_g	*	*	674_g	*
4	4	0.21	*	3088_g	*	2189_g	2267_g	*	1259_g	*
4	4	0.209	*	199_g	*	*	2674_g	2579_g	694_g	*
4	4	0.209	*	3188_g	1680_g	*	1738_g	1653_g	*	*
4	4	0.209	*	5585_g	*	2842_g	4797_g	*	3785_g	*
4	4	0.207	*	2019_g	3303_g	896_g	*	*	3251_g	*
4	4	0.207	*	3180_g	*	2177_g	2251_g	*	*	3008_g
4	4	0.206	*	6401_g	*	5070_g	3015_g	2904_g	*	*
4	4	0.205	*	*	4756_g	*	4866_g	4754_g	3726_g	*
4	4	0.205	1918_g	3986_g	*	3497_g	*	*	121_g	*
4	4	0.204	*	*	*	815_g	2153_g	2063_g	1159_g	*
4	4	0.203	*	*	737_g	3432_g	767_g	714_g	*	*
4	4	0.202	*	*	*	3549_g	638_g	596_g	4339_g	*
4	4	0.202	*	1511_g	*	1829_g	1251_g	*	*	1606_g
4	4	0.202	*	7174_g	*	2676_g	4630_g	4524_g	*	*
4	4	0.199	*	*	116_g	*	125_g	108_g	826_g	*
4	4	0.199	*	1072_g	747_g	3423_g	*	723_g	*	*
4	4	0.199	*	1714_g	*	1564_g	1670_g	*	2667_g	*
4	4	0.199	*	6520_g	1778_g	*	*	1749_g	2503_g	*
4	4	0.198	*	*	4750_g	*	4860_g	4748_g	3731_g	*
4	4	0.198	*	*	551_g	3621_g	567_g	528_g	*	*
4	4	0.197	*	659_g	*	1195_g	3084_g	2968_g	*	*
4	4	0.196	*	*	4145_g	*	4243_g	4159_g	3603_g	*
4	4	0.196	1400_g	*	*	*	3502_g	3420_g	4586_g	*
4	4	0.195	195_g	664_g	58_g	*	66_g	*	*	*
4	4	0.193	*	*	1315_g	1726_g	*	1296_g	4752_g	*
4	4	0.193	*	*	2488_g	2483_g	*	2451_g	1535_g	*
4	4	0.193	*	*	4062_g	3032_g	4155_g	4081_g	*	*
4	4	0.193	*	261_g	*	5170_g	3559_g	3473_g	*	*
4	4	0.193	*	3063_g	1996_g	121_g	*	*	1056_g	*
4	4	0.193	*	3306_g	2770_g	*	2842_g	*	1938_g	*
